"order_item_id","order_id","product_id","quantity","price","create_time"
"266","75","23","1","159.00","2023-10-22 00:00:00"
"267","75","26","3","49.00","2023-10-21 00:00:00"
"268","75","11","3","699.00","2023-10-21 00:00:00"
"269","75","2","2","60.00","2023-10-22 00:00:00"
"270","76","12","1","5999.00","2023-06-24 00:00:00"
"271","76","19","2","799.00","2023-06-22 00:00:00"
"272","76","4","2","69.00","2023-06-24 00:00:00"
"273","76","22","4","129.00","2023-06-24 00:00:00"
"274","77","15","1","699.00","2023-11-23 00:00:00"
"275","77","14","1","499.00","2023-11-24 00:00:00"
"276","77","24","1","19.00","2023-11-24 00:00:00"
"277","77","27","2","69.00","2023-11-25 00:00:00"
"278","77","29","2","19.00","2023-11-23 00:00:00"
"279","78","15","5","699.00","2023-07-26 00:00:00"
"280","78","30","3","59.00","2023-07-27 00:00:00"
"281","78","9","1","8999.00","2023-07-27 00:00:00"
"282","78","15","4","699.00","2023-07-27 00:00:00"
"283","78","5","1","229.00","2023-07-27 00:00:00"
"284","79","25","5","29.00","2023-06-13 00:00:00"
"285","79","11","1","699.00","2023-06-14 00:00:00"
"286","79","9","2","8999.00","2023-06-14 00:00:00"
"287","79","22","5","129.00","2023-06-14 00:00:00"
"288","80","28","1","19.00","2023-01-11 00:00:00"
"289","80","25","1","29.00","2023-01-13 00:00:00"
"290","81","17","1","2999.00","2023-12-20 00:00:00"
"291","81","5","3","229.00","2023-12-19 00:00:00"
"292","81","4","4","69.00","2023-12-20 00:00:00"
"293","82","24","2","19.00","2023-10-26 00:00:00"
"294","82","20","3","129.00","2023-10-27 00:00:00"
"295","82","13","3","6999.00","2023-10-28 00:00:00"
"296","82","24","1","19.00","2023-10-27 00:00:00"
"297","83","6","5","349.00","2023-05-30 00:00:00"
"298","83","5","2","229.00","2023-06-01 00:00:00"
"299","83","28","5","19.00","2023-05-31 00:00:00"
"300","84","15","5","699.00","2023-07-12 00:00:00"
"301","84","6","5","349.00","2023-07-12 00:00:00"
"302","84","18","2","299.00","2023-07-13 00:00:00"
"303","84","24","5","19.00","2023-07-13 00:00:00"
"304","84","22","1","129.00","2023-07-13 00:00:00"
"305","85","1","1","81.00","2023-07-20 00:00:00"
"306","85","26","3","49.00","2023-07-19 00:00:00"
"307","85","5","3","229.00","2023-07-21 00:00:00"
"308","85","17","5","2999.00","2023-07-20 00:00:00"
"309","86","19","1","799.00","2023-05-27 00:00:00"
"310","86","23","2","159.00","2023-05-26 00:00:00"
"311","87","30","1","59.00","2023-01-25 00:00:00"
"312","87","17","4","2999.00","2023-01-25 00:00:00"
"313","87","23","3","159.00","2023-01-25 00:00:00"
"314","87","13","5","6999.00","2023-01-26 00:00:00"
"315","88","19","5","799.00","2023-05-12 00:00:00"
"316","88","1","2","81.00","2023-05-10 00:00:00"
"317","89","12","3","5999.00","2023-08-12 00:00:00"
"318","89","8","5","7999.00","2023-08-13 00:00:00"
"319","89","14","5","499.00","2023-08-11 00:00:00"
"320","89","18","2","299.00","2023-08-13 00:00:00"
"321","89","22","5","129.00","2023-08-12 00:00:00"
"322","90","30","5","59.00","2023-08-27 00:00:00"
"323","90","2","4","60.00","2023-08-27 00:00:00"
"324","90","12","3","5999.00","2023-08-27 00:00:00"
"325","91","5","5","229.00","2023-04-07 00:00:00"
"326","91","7","2","59.00","2023-04-07 00:00:00"
"327","91","29","4","19.00","2023-04-07 00:00:00"
"328","91","10","2","8999.00","2023-04-07 00:00:00"
"329","92","8","3","7999.00","2023-07-15 00:00:00"
"330","92","25","3","29.00","2023-07-16 00:00:00"
"331","92","29","2","19.00","2023-07-16 00:00:00"
"332","92","1","1","81.00","2023-07-15 00:00:00"
"333","92","4","5","69.00","2023-07-15 00:00:00"
"334","93","16","5","3999.00","2023-12-12 00:00:00"
"335","93","29","2","19.00","2023-12-12 00:00:00"
"336","94","6","1","349.00","2023-06-24 00:00:00"
"337","94","16","3","3999.00","2023-06-23 00:00:00"
"338","94","22","2","129.00","2023-06-23 00:00:00"
"339","94","11","4","699.00","2023-06-24 00:00:00"
"340","94","29","4","19.00","2023-06-24 00:00:00"
"341","95","14","1","499.00","2023-01-08 00:00:00"
"342","95","26","1","49.00","2023-01-09 00:00:00"
"343","95","4","3","69.00","2023-01-07 00:00:00"
"344","95","17","3","2999.00","2023-01-09 00:00:00"
"345","95","13","5","6999.00","2023-01-08 00:00:00"
"346","96","7","2","59.00","2023-09-18 00:00:00"
"347","96","17","1","2999.00","2023-09-18 00:00:00"
"348","97","9","4","8999.00","2023-07-23 00:00:00"
"349","97","26","5","49.00","2023-07-22 00:00:00"
"350","97","6","4","349.00","2023-07-22 00:00:00"
"351","97","13","4","6999.00","2023-07-23 00:00:00"
"352","98","9","4","8999.00","2023-01-08 00:00:00"
"353","98","13","5","6999.00","2023-01-10 00:00:00"
"354","98","30","3","59.00","2023-01-08 00:00:00"
"355","98","12","1","5999.00","2023-01-08 00:00:00"
"356","99","12","1","5999.00","2023-05-15 00:00:00"
"357","99","17","5","2999.00","2023-05-13 00:00:00"
"358","100","3","4","30.00","2023-03-22 00:00:00"
"359","100","18","5","299.00","2023-03-22 00:00:00"
"360","100","2","1","60.00","2023-03-22 00:00:00"
"361","100","16","2","3999.00","2023-03-22 00:00:00"
"362","101","23","4","159.00","2023-04-15 00:00:00"
"363","101","13","4","6999.00","2023-04-15 00:00:00"
"364","101","6","5","349.00","2023-04-14 00:00:00"
"365","102","15","5","699.00","2023-11-17 00:00:00"
"366","102","4","5","69.00","2023-11-18 00:00:00"
"367","102","9","5","8999.00","2023-11-18 00:00:00"
"368","102","5","4","229.00","2023-11-17 00:00:00"
"369","102","17","3","2999.00","2023-11-17 00:00:00"
"370","103","9","2","8999.00","2023-06-04 00:00:00"
"371","103","9","2","8999.00","2023-06-02 00:00:00"
"372","103","5","2","229.00","2023-06-03 00:00:00"
"373","103","7","4","59.00","2023-06-04 00:00:00"
"374","104","25","2","29.00","2023-05-01 00:00:00"
"375","104","14","2","499.00","2023-05-01 00:00:00"
"376","105","21","1","99.00","2023-04-28 00:00:00"
"377","105","12","3","5999.00","2023-04-27 00:00:00"
"378","106","2","5","60.00","2023-11-09 00:00:00"
"379","106","17","5","2999.00","2023-11-11 00:00:00"
"380","107","5","2","229.00","2023-10-24 00:00:00"
"381","107","17","4","2999.00","2023-10-24 00:00:00"
"382","107","4","4","69.00","2023-10-25 00:00:00"
"383","107","27","4","69.00","2023-10-25 00:00:00"
"384","107","5","2","229.00","2023-10-26 00:00:00"
"385","108","4","4","69.00","2023-10-21 00:00:00"
"386","108","4","2","69.00","2023-10-22 00:00:00"
"387","108","16","1","3999.00","2023-10-23 00:00:00"
"388","109","17","1","2999.00","2023-07-23 00:00:00"
"389","109","16","4","3999.00","2023-07-23 00:00:00"
"390","109","13","2","6999.00","2023-07-25 00:00:00"
"391","110","2","5","60.00","2023-06-23 00:00:00"
"392","110","24","2","19.00","2023-06-23 00:00:00"
"393","110","9","5","8999.00","2023-06-25 00:00:00"
"394","110","11","1","699.00","2023-06-25 00:00:00"
"395","111","8","1","7999.00","2023-09-11 00:00:00"
"396","111","10","4","8999.00","2023-09-10 00:00:00"
"397","112","9","5","8999.00","2023-05-03 00:00:00"
"398","112","4","3","69.00","2023-05-02 00:00:00"
"399","113","21","1","99.00","2023-04-03 00:00:00"
"400","113","10","1","8999.00","2023-04-04 00:00:00"
"401","113","29","4","19.00","2023-04-05 00:00:00"
"402","113","21","2","99.00","2023-04-03 00:00:00"
"403","114","12","1","5999.00","2023-11-03 00:00:00"
"404","114","25","2","29.00","2023-11-01 00:00:00"
"405","114","30","2","59.00","2023-11-03 00:00:00"
"406","114","14","4","499.00","2023-11-02 00:00:00"
"407","115","18","5","299.00","2023-12-27 00:00:00"
"408","115","11","2","699.00","2023-12-27 00:00:00"
"409","116","4","1","69.00","2023-02-14 00:00:00"
"410","116","5","3","229.00","2023-02-14 00:00:00"
"411","116","24","2","19.00","2023-02-13 00:00:00"
"412","116","8","5","7999.00","2023-02-13 00:00:00"
"413","117","11","3","699.00","2023-01-02 00:00:00"
"414","117","14","2","499.00","2023-01-04 00:00:00"
"415","117","23","2","159.00","2023-01-04 00:00:00"
"416","117","29","1","19.00","2023-01-02 00:00:00"
"417","117","3","1","30.00","2023-01-02 00:00:00"
"418","118","20","3","129.00","2023-10-19 00:00:00"
"419","118","26","5","49.00","2023-10-19 00:00:00"
"420","118","2","2","60.00","2023-10-21 00:00:00"
"421","118","4","1","69.00","2023-10-20 00:00:00"
"422","119","12","4","5999.00","2023-02-09 00:00:00"
"423","119","18","2","299.00","2023-02-09 00:00:00"
"424","119","10","3","8999.00","2023-02-09 00:00:00"
"425","119","1","5","81.00","2023-02-10 00:00:00"
"426","120","23","3","159.00","2023-02-15 00:00:00"
"427","120","17","1","2999.00","2023-02-17 00:00:00"
"428","121","2","4","60.00","2023-10-18 00:00:00"
"429","121","30","4","59.00","2023-10-19 00:00:00"
"430","122","2","1","60.00","2023-10-01 00:00:00"
"431","122","8","1","7999.00","2023-10-01 00:00:00"
"432","122","16","3","3999.00","2023-10-01 00:00:00"
"433","122","17","3","2999.00","2023-10-01 00:00:00"
"434","123","13","3","6999.00","2023-12-14 00:00:00"
"435","123","7","5","59.00","2023-12-15 00:00:00"
"436","124","24","1","19.00","2023-01-29 00:00:00"
"437","124","2","5","60.00","2023-01-29 00:00:00"
"438","125","1","3","81.00","2023-11-08 00:00:00"
"439","125","18","4","299.00","2023-11-09 00:00:00"
"440","126","15","4","699.00","2023-07-16 00:00:00"
"441","126","14","3","499.00","2023-07-16 00:00:00"
"442","126","12","2","5999.00","2023-07-16 00:00:00"
"443","126","7","3","59.00","2023-07-16 00:00:00"
"444","126","5","3","229.00","2023-07-18 00:00:00"
"445","127","22","3","129.00","2023-08-10 00:00:00"
"446","127","24","2","19.00","2023-08-10 00:00:00"
"447","128","22","4","129.00","2023-10-15 00:00:00"
"448","128","7","4","59.00","2023-10-16 00:00:00"
"449","128","4","5","69.00","2023-10-17 00:00:00"
"450","128","30","2","59.00","2023-10-17 00:00:00"
"451","128","10","4","8999.00","2023-10-17 00:00:00"
"452","129","6","5","349.00","2023-05-26 00:00:00"
"453","129","30","4","59.00","2023-05-25 00:00:00"
"454","129","5","1","229.00","2023-05-26 00:00:00"
"455","130","3","2","30.00","2023-05-08 00:00:00"
"456","130","21","1","99.00","2023-05-07 00:00:00"
"457","130","17","2","2999.00","2023-05-08 00:00:00"
"458","130","16","2","3999.00","2023-05-07 00:00:00"
"459","130","9","2","8999.00","2023-05-07 00:00:00"
"460","131","13","4","6999.00","2023-11-10 00:00:00"
"461","131","9","3","8999.00","2023-11-11 00:00:00"
"462","132","13","4","6999.00","2023-09-03 00:00:00"
"463","132","1","5","81.00","2023-09-02 00:00:00"
"464","132","11","1","699.00","2023-09-03 00:00:00"
"465","132","9","1","8999.00","2023-09-01 00:00:00"
"466","133","1","4","81.00","2023-11-23 00:00:00"
"467","133","7","3","59.00","2023-11-23 00:00:00"
"468","133","1","2","81.00","2023-11-22 00:00:00"
"469","133","25","5","29.00","2023-11-23 00:00:00"
"470","134","19","5","799.00","2023-02-01 00:00:00"
"471","134","30","2","59.00","2023-02-01 00:00:00"
"472","134","1","3","81.00","2023-02-01 00:00:00"
"473","134","4","5","69.00","2023-01-30 00:00:00"
"474","134","17","5","2999.00","2023-01-31 00:00:00"
"475","135","19","2","799.00","2023-09-10 00:00:00"
"476","135","12","1","5999.00","2023-09-08 00:00:00"
"477","135","26","2","49.00","2023-09-10 00:00:00"
"478","135","24","1","19.00","2023-09-08 00:00:00"
"479","135","25","5","29.00","2023-09-09 00:00:00"
"480","136","1","2","81.00","2023-06-09 00:00:00"
"481","136","27","4","69.00","2023-06-09 00:00:00"
"482","136","11","1","699.00","2023-06-08 00:00:00"
"483","136","29","3","19.00","2023-06-08 00:00:00"
"484","136","21","2","99.00","2023-06-09 00:00:00"
"485","137","17","1","2999.00","2023-05-11 00:00:00"
"486","137","14","3","499.00","2023-05-13 00:00:00"
"487","137","3","1","30.00","2023-05-13 00:00:00"
"488","137","24","4","19.00","2023-05-13 00:00:00"
"489","138","12","4","5999.00","2023-03-09 00:00:00"
"490","138","7","3","59.00","2023-03-10 00:00:00"
"491","139","9","5","8999.00","2023-08-12 00:00:00"
"492","139","19","4","799.00","2023-08-12 00:00:00"
"493","139","17","2","2999.00","2023-08-11 00:00:00"
"494","140","19","3","799.00","2023-02-15 00:00:00"
"495","140","28","2","19.00","2023-02-16 00:00:00"
"496","140","11","4","699.00","2023-02-17 00:00:00"
"497","141","11","2","699.00","2023-06-14 00:00:00"
"498","141","17","2","2999.00","2023-06-14 00:00:00"
"499","141","1","3","81.00","2023-06-13 00:00:00"
"500","142","24","2","19.00","2023-10-24 00:00:00"
"501","142","23","4","159.00","2023-10-23 00:00:00"
"502","142","25","5","29.00","2023-10-23 00:00:00"
"503","143","28","5","19.00","2023-11-11 00:00:00"
"504","143","26","3","49.00","2023-11-10 00:00:00"
"505","143","3","2","30.00","2023-11-11 00:00:00"
"506","143","22","5","129.00","2023-11-11 00:00:00"
"507","143","10","3","8999.00","2023-11-10 00:00:00"
"508","144","1","2","81.00","2023-03-29 00:00:00"
"509","144","11","1","699.00","2023-03-27 00:00:00"
"510","144","11","1","699.00","2023-03-28 00:00:00"
"511","144","29","3","19.00","2023-03-27 00:00:00"
