"order_id","user_id","total_amount","create_time","update_time"
"161","2","1454.00","2023-06-29 00:00:00","2023-07-26 00:00:00"
"162","2","1916.00","2023-06-08 00:00:00","2023-07-06 00:00:00"
"163","2","18834.00","2023-06-14 00:00:00","2023-06-14 00:00:00"
"164","2","3590.00","2023-10-01 00:00:00","2023-10-15 00:00:00"
"165","2","535.00","2023-03-26 00:00:00","2023-04-12 00:00:00"
"166","2","1176.00","2023-11-21 00:00:00","2023-11-24 00:00:00"
"167","2","7784.00","2023-01-14 00:00:00","2023-02-10 00:00:00"
"168","2","37187.00","2023-04-04 00:00:00","2023-04-28 00:00:00"
"169","2","45253.00","2023-12-30 00:00:00","2024-01-10 00:00:00"
"170","2","20894.00","2023-12-14 00:00:00","2024-01-12 00:00:00"
"171","2","32095.00","2023-12-15 00:00:00","2024-01-11 00:00:00"
"172","2","20540.00","2023-05-14 00:00:00","2023-06-06 00:00:00"
"173","2","23794.00","2023-12-13 00:00:00","2024-01-09 00:00:00"
"174","2","717.00","2023-02-28 00:00:00","2023-03-25 00:00:00"
"175","2","18283.00","2023-05-20 00:00:00","2023-06-05 00:00:00"
"176","2","8178.00","2023-11-10 00:00:00","2023-11-27 00:00:00"
"177","2","44114.00","2023-12-02 00:00:00","2023-12-28 00:00:00"
"178","2","14851.00","2023-10-16 00:00:00","2023-10-20 00:00:00"
"179","2","10233.00","2023-11-24 00:00:00","2023-11-30 00:00:00"
"180","2","942.00","2023-06-18 00:00:00","2023-07-14 00:00:00"
"181","2","36053.00","2023-01-18 00:00:00","2023-01-24 00:00:00"
"182","2","12754.00","2023-09-29 00:00:00","2023-10-03 00:00:00"
"183","2","36733.00","2023-09-30 00:00:00","2023-10-15 00:00:00"
"184","2","1704.00","2023-04-21 00:00:00","2023-05-18 00:00:00"
"185","2","769.00","2023-09-05 00:00:00","2023-09-20 00:00:00"
"186","2","36566.00","2023-10-13 00:00:00","2023-10-21 00:00:00"
"187","2","26992.00","2023-09-18 00:00:00","2023-10-03 00:00:00"
"188","2","32983.00","2023-12-11 00:00:00","2023-12-18 00:00:00"
"189","2","2508.00","2023-06-24 00:00:00","2023-06-24 00:00:00"
"190","2","28323.00","2023-04-06 00:00:00","2023-04-09 00:00:00"
"191","2","45166.00","2023-12-22 00:00:00","2024-01-09 00:00:00"
"192","2","477.00","2023-09-06 00:00:00","2023-09-07 00:00:00"
"193","2","2909.00","2023-12-06 00:00:00","2023-12-12 00:00:00"
"194","2","16996.00","2023-08-08 00:00:00","2023-08-27 00:00:00"
"195","2","654.00","2023-10-14 00:00:00","2023-11-08 00:00:00"
"196","2","1520.00","2023-01-27 00:00:00","2023-02-18 00:00:00"
"197","2","36072.00","2023-12-20 00:00:00","2023-12-21 00:00:00"
"198","2","2866.00","2023-07-05 00:00:00","2023-07-23 00:00:00"
"199","2","4191.00","2023-01-30 00:00:00","2023-02-01 00:00:00"
"200","2","64335.00","2023-09-11 00:00:00","2023-10-08 00:00:00"
"201","3","10638.00","2023-05-12 00:00:00","2023-06-06 00:00:00"
"202","3","355.00","2023-04-28 00:00:00","2023-05-19 00:00:00"
"203","3","22637.00","2023-05-17 00:00:00","2023-06-15 00:00:00"
"204","3","3577.00","2023-11-11 00:00:00","2023-12-09 00:00:00"
"205","3","1257.00","2023-07-01 00:00:00","2023-07-27 00:00:00"
"206","3","54012.00","2023-01-03 00:00:00","2023-01-07 00:00:00"
"207","3","3792.00","2023-02-13 00:00:00","2023-02-16 00:00:00"
"208","3","4154.00","2023-04-17 00:00:00","2023-05-05 00:00:00"
"209","3","28487.00","2023-11-02 00:00:00","2023-11-20 00:00:00"
"210","3","2022.00","2023-07-28 00:00:00","2023-08-07 00:00:00"
"211","3","3650.00","2023-08-17 00:00:00","2023-09-15 00:00:00"
"212","3","36870.00","2023-12-04 00:00:00","2023-12-24 00:00:00"
"213","3","56260.00","2023-05-31 00:00:00","2023-06-09 00:00:00"
"214","3","52112.00","2023-09-13 00:00:00","2023-09-19 00:00:00"
"215","3","1118.00","2023-08-04 00:00:00","2023-08-23 00:00:00"
"216","3","18549.00","2023-10-16 00:00:00","2023-10-29 00:00:00"
"217","3","252.00","2023-08-19 00:00:00","2023-08-21 00:00:00"
"218","3","29070.00","2023-07-03 00:00:00","2023-07-25 00:00:00"
"219","3","1436.00","2023-06-06 00:00:00","2023-06-24 00:00:00"
"220","3","695.00","2023-03-14 00:00:00","2023-04-09 00:00:00"
"221","3","13108.00","2023-09-15 00:00:00","2023-09-30 00:00:00"
"222","3","36388.00","2023-07-19 00:00:00","2023-07-23 00:00:00"
"223","3","40917.00","2023-11-28 00:00:00","2023-12-19 00:00:00"
"224","3","19647.00","2023-05-26 00:00:00","2023-06-02 00:00:00"
"225","3","7674.00","2023-06-13 00:00:00","2023-07-02 00:00:00"
"226","3","70166.00","2023-11-27 00:00:00","2023-12-03 00:00:00"
"227","3","4279.00","2023-08-24 00:00:00","2023-09-17 00:00:00"
"228","3","378.00","2023-05-26 00:00:00","2023-06-05 00:00:00"
"229","3","3332.00","2023-06-20 00:00:00","2023-06-25 00:00:00"
"230","3","534.00","2023-04-03 00:00:00","2023-04-25 00:00:00"
"231","3","2756.00","2023-10-09 00:00:00","2023-11-06 00:00:00"
"232","3","25095.00","2023-06-19 00:00:00","2023-06-24 00:00:00"
"233","3","670.00","2023-07-12 00:00:00","2023-08-05 00:00:00"
"234","3","414.00","2023-07-10 00:00:00","2023-07-21 00:00:00"
"235","3","32154.00","2023-03-18 00:00:00","2023-04-05 00:00:00"
"236","3","1775.00","2023-06-02 00:00:00","2023-06-08 00:00:00"
"237","3","14093.00","2023-05-02 00:00:00","2023-05-28 00:00:00"
"238","3","19141.00","2023-11-24 00:00:00","2023-12-02 00:00:00"
"239","3","2896.00","2023-05-03 00:00:00","2023-05-20 00:00:00"
"240","3","3170.00","2023-03-13 00:00:00","2023-03-14 00:00:00"
"241","3","10824.00","2023-02-18 00:00:00","2023-02-23 00:00:00"
"242","3","18182.00","2023-10-15 00:00:00","2023-11-01 00:00:00"
"243","3","44068.00","2023-02-07 00:00:00","2023-03-03 00:00:00"
"244","3","653.00","2023-03-18 00:00:00","2023-03-21 00:00:00"
"245","3","44513.00","2023-03-15 00:00:00","2023-03-29 00:00:00"
"246","3","806.00","2023-09-22 00:00:00","2023-10-15 00:00:00"
"247","3","494.00","2023-03-15 00:00:00","2023-03-16 00:00:00"
"248","3","195.00","2023-12-07 00:00:00","2024-01-02 00:00:00"
"249","3","1090.00","2023-01-12 00:00:00","2023-01-27 00:00:00"
"250","3","9924.00","2023-05-02 00:00:00","2023-05-14 00:00:00"
"251","3","15335.00","2023-12-02 00:00:00","2023-12-17 00:00:00"
"252","3","5606.00","2023-09-15 00:00:00","2023-10-05 00:00:00"
"253","3","45640.00","2023-09-26 00:00:00","2023-10-22 00:00:00"
"254","3","32924.00","2023-02-06 00:00:00","2023-02-11 00:00:00"
"255","3","2038.00","2023-02-06 00:00:00","2023-02-27 00:00:00"
"256","3","654.00","2023-09-27 00:00:00","2023-10-02 00:00:00"
"257","3","20367.00","2023-10-31 00:00:00","2023-11-24 00:00:00"
"258","3","3612.00","2023-05-07 00:00:00","2023-06-04 00:00:00"
"259","3","4052.00","2023-09-05 00:00:00","2023-09-28 00:00:00"
"260","3","9713.00","2023-09-28 00:00:00","2023-10-02 00:00:00"
"261","3","20174.00","2023-05-13 00:00:00","2023-05-20 00:00:00"
"262","3","541.00","2023-05-08 00:00:00","2023-06-02 00:00:00"
"263","3","69779.00","2023-08-08 00:00:00","2023-08-17 00:00:00"
"264","3","32661.00","2023-11-27 00:00:00","2023-11-27 00:00:00"
"265","3","37270.00","2023-04-17 00:00:00","2023-04-27 00:00:00"
"266","3","3425.00","2023-07-12 00:00:00","2023-07-15 00:00:00"
"267","3","12099.00","2023-05-20 00:00:00","2023-06-07 00:00:00"
"268","3","5939.00","2023-11-05 00:00:00","2023-11-06 00:00:00"
"269","3","5669.00","2023-12-18 00:00:00","2024-01-05 00:00:00"
"270","3","35512.00","2023-12-10 00:00:00","2023-12-17 00:00:00"
"271","3","9491.00","2023-04-29 00:00:00","2023-05-18 00:00:00"
"272","3","316.00","2023-09-03 00:00:00","2023-09-23 00:00:00"
"273","3","1035.00","2023-05-26 00:00:00","2023-06-19 00:00:00"
"274","3","30683.00","2023-07-07 00:00:00","2023-07-29 00:00:00"
"275","3","1023.00","2023-05-22 00:00:00","2023-05-31 00:00:00"
"276","3","9197.00","2023-08-25 00:00:00","2023-08-29 00:00:00"
"277","3","35115.00","2023-02-14 00:00:00","2023-03-09 00:00:00"
"278","3","2912.00","2023-01-11 00:00:00","2023-01-28 00:00:00"
"279","3","41994.00","2023-06-22 00:00:00","2023-07-15 00:00:00"
"280","3","620.00","2023-11-20 00:00:00","2023-12-05 00:00:00"
"281","3","683.00","2023-08-26 00:00:00","2023-09-20 00:00:00"
"282","3","29996.00","2023-07-30 00:00:00","2023-08-17 00:00:00"
"283","3","539.00","2023-04-09 00:00:00","2023-05-01 00:00:00"
"284","3","38.00","2023-04-23 00:00:00","2023-05-13 00:00:00"
"285","3","40135.00","2023-07-19 00:00:00","2023-08-04 00:00:00"
"286","3","50865.00","2023-01-06 00:00:00","2023-01-28 00:00:00"
"287","3","31644.00","2023-03-15 00:00:00","2023-03-26 00:00:00"
"288","3","880.00","2023-04-20 00:00:00","2023-05-10 00:00:00"
"289","3","1107.00","2023-02-13 00:00:00","2023-02-21 00:00:00"
"290","3","4818.00","2023-02-06 00:00:00","2023-02-19 00:00:00"
"291","3","79.00","2023-05-13 00:00:00","2023-06-04 00:00:00"
"292","3","44518.00","2023-06-29 00:00:00","2023-07-16 00:00:00"
"293","3","40450.00","2023-05-19 00:00:00","2023-05-24 00:00:00"
"294","3","16232.00","2023-07-07 00:00:00","2023-07-18 00:00:00"
"295","3","13044.00","2023-11-21 00:00:00","2023-12-08 00:00:00"
"296","3","14889.00","2023-06-25 00:00:00","2023-07-23 00:00:00"
"297","3","89383.00","2023-03-25 00:00:00","2023-03-28 00:00:00"
"298","3","33294.00","2023-04-18 00:00:00","2023-05-16 00:00:00"
"299","3","20053.00","2023-09-04 00:00:00","2023-09-21 00:00:00"
"300","3","4668.00","2023-01-20 00:00:00","2023-02-06 00:00:00"
"301","4","33937.00","2023-08-06 00:00:00","2023-08-08 00:00:00"
"302","4","392.00","2023-04-13 00:00:00","2023-04-23 00:00:00"
"303","4","22056.00","2023-03-31 00:00:00","2023-03-31 00:00:00"
"304","4","2405.00","2023-01-21 00:00:00","2023-02-07 00:00:00"
"305","4","26868.00","2023-05-22 00:00:00","2023-06-15 00:00:00"
"306","4","3097.00","2023-01-01 00:00:00","2023-01-25 00:00:00"
"307","4","1991.00","2023-02-17 00:00:00","2023-02-28 00:00:00"
"308","4","47990.00","2023-02-18 00:00:00","2023-03-12 00:00:00"
"309","4","35093.00","2023-12-21 00:00:00","2024-01-17 00:00:00"
"310","4","2470.00","2023-10-04 00:00:00","2023-10-12 00:00:00"
"311","4","7059.00","2023-05-17 00:00:00","2023-05-20 00:00:00"
"312","4","3672.00","2023-01-23 00:00:00","2023-02-09 00:00:00"
"313","4","61808.00","2023-06-26 00:00:00","2023-07-21 00:00:00"
"314","4","1527.00","2023-08-24 00:00:00","2023-09-16 00:00:00"
"315","4","1846.00","2023-04-19 00:00:00","2023-05-05 00:00:00"
"316","4","9217.00","2023-03-28 00:00:00","2023-04-23 00:00:00"
"317","4","12155.00","2023-05-18 00:00:00","2023-06-09 00:00:00"
"318","4","3046.00","2023-11-17 00:00:00","2023-12-03 00:00:00"
"319","4","15603.00","2023-03-06 00:00:00","2023-03-22 00:00:00"
"320","4","37056.00","2023-09-28 00:00:00","2023-10-10 00:00:00"
"321","4","624.00","2023-10-23 00:00:00","2023-11-21 00:00:00"
"322","4","261.00","2023-10-28 00:00:00","2023-10-29 00:00:00"
"323","4","4893.00","2023-12-03 00:00:00","2024-01-01 00:00:00"
"324","4","702.00","2023-01-22 00:00:00","2023-01-29 00:00:00"
"325","4","11999.00","2023-11-28 00:00:00","2023-11-30 00:00:00"
"326","4","30578.00","2023-10-25 00:00:00","2023-10-25 00:00:00"
"327","4","3977.00","2023-12-09 00:00:00","2023-12-19 00:00:00"
"328","4","58457.00","2023-07-21 00:00:00","2023-08-19 00:00:00"
"329","4","24371.00","2023-10-15 00:00:00","2023-10-26 00:00:00"
"330","4","156.00","2023-03-23 00:00:00","2023-03-31 00:00:00"
"331","4","25528.00","2023-04-12 00:00:00","2023-04-29 00:00:00"
"332","4","45871.00","2023-09-11 00:00:00","2023-09-25 00:00:00"
"333","4","20273.00","2023-04-27 00:00:00","2023-05-05 00:00:00"
"334","4","1106.00","2023-02-26 00:00:00","2023-03-20 00:00:00"
"335","4","1617.00","2023-03-30 00:00:00","2023-04-26 00:00:00"
"336","4","48871.00","2023-03-21 00:00:00","2023-04-19 00:00:00"
"337","4","27204.00","2023-06-18 00:00:00","2023-07-17 00:00:00"
"338","4","40133.00","2023-03-30 00:00:00","2023-04-05 00:00:00"
"339","4","18155.00","2023-12-26 00:00:00","2024-01-22 00:00:00"
"340","4","24698.00","2023-02-21 00:00:00","2023-02-23 00:00:00"
"341","4","349.00","2023-01-05 00:00:00","2023-02-02 00:00:00"
"342","4","25709.00","2023-07-12 00:00:00","2023-08-04 00:00:00"
"343","4","26271.00","2023-03-25 00:00:00","2023-04-18 00:00:00"
"344","4","26230.00","2023-08-12 00:00:00","2023-08-16 00:00:00"
"345","4","61239.00","2023-09-17 00:00:00","2023-10-11 00:00:00"
"346","4","39033.00","2023-04-11 00:00:00","2023-05-06 00:00:00"
"347","4","34071.00","2023-09-14 00:00:00","2023-10-07 00:00:00"
"348","4","28489.00","2023-09-29 00:00:00","2023-10-17 00:00:00"
"349","4","47338.00","2023-03-28 00:00:00","2023-03-29 00:00:00"
"350","4","64836.00","2023-06-17 00:00:00","2023-07-02 00:00:00"
"351","4","8303.00","2023-12-07 00:00:00","2023-12-21 00:00:00"
"352","4","4695.00","2023-08-04 00:00:00","2023-08-26 00:00:00"
"353","4","31904.00","2023-03-05 00:00:00","2023-03-15 00:00:00"
"354","4","21877.00","2023-01-08 00:00:00","2023-01-27 00:00:00"
"355","4","9493.00","2023-11-24 00:00:00","2023-12-18 00:00:00"
"356","4","1677.00","2023-12-02 00:00:00","2023-12-03 00:00:00"
"357","4","24204.00","2023-11-06 00:00:00","2023-11-30 00:00:00"
"358","4","45511.00","2023-06-29 00:00:00","2023-07-24 00:00:00"
"359","4","2509.00","2023-07-08 00:00:00","2023-07-28 00:00:00"
"360","4","29239.00","2023-06-05 00:00:00","2023-06-22 00:00:00"
"361","4","20369.00","2023-09-19 00:00:00","2023-10-06 00:00:00"
"362","4","1139.00","2023-09-07 00:00:00","2023-09-25 00:00:00"
"363","4","62646.00","2023-04-13 00:00:00","2023-05-05 00:00:00"
"364","4","647.00","2023-01-30 00:00:00","2023-02-15 00:00:00"
"365","4","30574.00","2023-08-15 00:00:00","2023-09-13 00:00:00"
"366","4","843.00","2023-06-30 00:00:00","2023-07-21 00:00:00"
"367","4","2094.00","2023-10-28 00:00:00","2023-11-25 00:00:00"
"368","4","23996.00","2023-04-21 00:00:00","2023-05-03 00:00:00"
"369","4","9552.00","2023-05-21 00:00:00","2023-06-14 00:00:00"
"370","4","77283.00","2023-12-10 00:00:00","2024-01-05 00:00:00"
"371","4","2232.00","2023-08-17 00:00:00","2023-08-22 00:00:00"
"372","4","35791.00","2023-01-29 00:00:00","2023-02-23 00:00:00"
"373","4","4635.00","2023-04-24 00:00:00","2023-05-15 00:00:00"
"374","4","6467.00","2023-03-19 00:00:00","2023-04-02 00:00:00"
"375","4","1218.00","2023-09-19 00:00:00","2023-10-05 00:00:00"
"376","4","1537.00","2023-05-18 00:00:00","2023-05-19 00:00:00"
"377","4","703.00","2023-01-31 00:00:00","2023-02-20 00:00:00"
"378","4","587.00","2023-11-26 00:00:00","2023-12-02 00:00:00"
